Date,P(t),Q(t-1),Q(t)
1990-05-03,0,1.958,1.958
1990-05-04,0.011538462,1.958,1.958
1990-05-05,0,1.958,1.958
1990-05-06,0,1.958,1.958
1990-05-07,0.676923077,1.958,1.958
1990-05-08,1.609230769,1.958,1.958
1990-05-09,0.334615385,1.958,1.958
1990-05-10,0,1.958,1.958
1990-05-11,1.035384615,1.958,1.958
1990-05-12,1.881538462,1.958,1.958
1990-05-13,0.059230769,1.958,1.958
1990-05-14,0,1.873,1.958
1990-05-15,0.058461538,1.873,1.873
1990-05-16,0.490769231,1.873,1.873
1990-05-17,0,1.873,1.873
1990-05-18,0.529230769,1.873,1.873
1990-05-19,3.783846154,1.873,1.873
1990-05-20,0,1.798,1.873
1990-05-21,3.710769231,1.798,1.798
1990-05-22,3.693076923,1.798,1.798
1990-05-23,1.436923077,1.798,1.798
1990-05-24,0,1.798,1.798
1990-05-25,0.501538462,1.798,1.798
1990-05-26,1.870769231,1.798,1.798
1990-05-27,3.31,1.873,1.798
1990-05-28,0.056153846,1.873,1.873
1990-05-29,0.111538462,1.873,1.873
1990-05-30,0.110769231,1.873,1.873
1990-05-31,0,1.647,1.873
1990-06-01,0.084615385,1.798,1.647
1990-06-02,0.003076923,1.798,1.798
1990-06-03,1.459230769,1.722,1.798
1990-06-04,3.895384615,1.647,1.722
1990-06-05,1.007692308,1.647,1.647
1990-06-06,0.016153846,1.647,1.647
1990-06-07,0,1.647,1.647
1990-06-08,0,1.571,1.647
1990-06-09,0.002307692,1.496,1.571
1990-06-10,3.386153846,1.496,1.496
1990-06-11,4.276153846,1.43,1.496
1990-06-12,0,1.364,1.43
1990-06-13,11.51538462,1.364,1.364
1990-06-14,1.704615385,1.364,1.364
1990-06-15,0.17,1.364,1.364
1990-06-16,1.203846154,1.364,1.364
1990-06-17,0,1.43,1.364
1990-06-18,0,1.43,1.43
1990-06-19,0.103076923,1.43,1.43
1990-06-20,0.126923077,1.43,1.43
1990-06-21,0,1.364,1.43
1990-06-22,0.006153846,1.364,1.364
1990-06-23,0,1.364,1.364
1990-06-24,0,1.364,1.364
1990-06-25,0.970769231,1.364,1.364
1990-06-26,0,1.364,1.364
1990-06-27,1.022307692,1.364,1.364
1990-06-28,0.911538462,1.364,1.364
1990-06-29,0.011538462,1.364,1.364
1990-06-30,0,1.364,1.364
1990-07-01,0,1.364,1.364
1990-07-02,0,1.364,1.364
1990-07-03,0,1.364,1.364
1990-07-04,0.518461538,1.364,1.364
1990-07-05,0.648461538,1.364,1.364
1990-07-06,1.943846154,1.364,1.364
1990-07-07,0,1.364,1.364
1990-07-08,0,1.43,1.364
1990-07-09,0,1.496,1.43
1990-07-10,0,1.571,1.496
1990-07-11,0,1.571,1.571
1990-07-12,4.29,1.647,1.571
1990-07-13,1.006153846,1.647,1.647
1990-07-14,0.217692308,1.571,1.647
1990-07-15,0.482307692,1.571,1.571
1990-07-16,0.005384615,1.571,1.571
1990-07-17,0.006923077,1.571,1.571
1990-07-18,0,1.571,1.571
1990-07-19,0.109230769,1.571,1.571
1990-07-20,0.374615385,1.571,1.571
1990-07-21,0,1.571,1.571
1990-07-22,0,1.571,1.571
1990-07-23,0.270769231,1.571,1.571
1990-07-24,0,1.496,1.571
1990-07-25,0.439230769,1.43,1.496
1990-07-26,0,1.43,1.43
1990-07-27,0.205384615,1.43,1.43
1990-07-28,4.193846154,1.364,1.43
1990-07-29,1.065384615,1.364,1.364
1990-07-30,0,1.364,1.364
1990-07-31,0,1.364,1.364
1990-08-01,2.819230769,1.364,1.364
1990-08-02,13.05923077,1.364,1.364
1990-08-03,0,1.364,1.364
1990-08-04,6.29,1.496,1.364
1990-08-05,1.064615385,1.571,1.496
1990-08-06,0.001538462,1.571,1.571
1990-08-07,0,1.571,1.571
1990-08-08,0.646923077,1.571,1.571
1990-08-09,0.340769231,1.571,1.571
1990-08-10,6.402307692,1.722,1.571
1990-08-11,0.200769231,1.722,1.722
1990-08-12,0,1.647,1.722
1990-08-13,0.027692308,1.647,1.647
1990-08-14,0.038461538,1.647,1.647
1990-08-15,0,1.647,1.647
1990-08-16,0.116923077,1.647,1.647
1990-08-17,0,1.647,1.647
1990-08-18,0.820769231,1.571,1.647
1990-08-19,7.713076923,1.571,1.571
1990-08-20,2.506153846,1.571,1.571
1990-08-21,0,1.571,1.571
1990-08-22,0,1.571,1.571
1990-08-23,0.569230769,1.571,1.571
1990-08-24,0.042307692,1.571,1.571
1990-08-25,0.067692308,1.364,1.571
1990-08-26,0,1.298,1.364
1990-08-27,0.003846154,1.298,1.298
1990-08-28,0.113076923,1.298,1.298
1990-08-29,0.043846154,1.298,1.298
1990-08-30,0.602307692,1.298,1.298
1990-08-31,0.450769231,1.298,1.298
1990-09-01,0.748461538,1.298,1.298
1990-09-02,3.846923077,1.298,1.298
1990-09-03,0.016153846,1.298,1.298
1990-09-04,0,1.298,1.298
1990-09-05,0,1.298,1.298
1990-09-06,0.045384615,1.298,1.298
1990-09-07,0.3,1.298,1.298
1990-09-08,17.94615385,1.364,1.298
1990-09-09,0.72,1.43,1.364
1990-09-10,1.578461538,1.43,1.43
1990-09-11,0.007692308,1.364,1.43
1990-09-12,0,1.364,1.364
1990-09-13,0,1.364,1.364
1990-09-14,0.133076923,1.364,1.364
1990-09-15,0,1.364,1.364
1990-09-16,7.830769231,1.364,1.364
1990-09-17,0,1.364,1.364
1990-09-18,0.172307692,1.43,1.364
1990-09-19,0.268461538,1.364,1.43
1990-09-20,0.333076923,1.364,1.364
1990-09-21,0.116153846,1.364,1.364
1990-09-22,0,1.364,1.364
1990-09-23,0.113076923,1.364,1.364
1990-09-24,0,1.364,1.364
1990-09-25,8.21,1.364,1.364
1990-09-26,0.094615385,1.364,1.364
1990-09-27,0,1.364,1.364
1990-09-28,0.328461538,1.364,1.364
1990-09-29,16.27692308,1.43,1.364
1990-09-30,0,1.43,1.43
1990-10-01,2.295384615,1.43,1.43
1990-10-02,4.050769231,1.43,1.43
1990-10-03,4.812307692,1.43,1.43
1990-10-04,1.056153846,1.43,1.43
1990-10-05,0.016923077,1.43,1.43
1990-10-06,0.163076923,1.364,1.43
1990-10-07,18.09769231,1.364,1.364
1990-10-08,3.214615385,1.43,1.364
1990-10-09,0.737692308,1.364,1.43
1990-10-10,0.128461538,1.364,1.364
1990-10-11,0.809230769,1.364,1.364
1990-10-12,3.728461538,1.364,1.364
1990-10-13,0.000769231,1.298,1.364
1990-10-14,0.223846154,1.232,1.298
1990-10-15,0.32,1.232,1.232
1990-10-16,6.780769231,1.298,1.232
1990-10-17,2.373076923,1.298,1.298
1990-10-18,9.644615385,1.298,1.298
1990-10-19,0.703076923,1.298,1.298
1990-10-20,1.789230769,1.364,1.298
1990-10-21,29.37384615,2.044,1.364
1990-10-22,39.64076923,8.26,2.044
1990-10-23,11.50923077,10.054,8.26
1990-10-24,8.666923077,8.648,10.054
1990-10-25,0.753076923,5.838,8.648
1990-10-26,1.093076923,4.535,5.838
1990-10-27,3.943846154,3.895,4.535
1990-10-28,9,5.093,3.895
1990-10-29,4.587692308,5.687,5.093
1990-10-30,7.427692308,5.233,5.687
1990-10-31,15.41076923,7.873,5.233
1990-11-01,0.387692308,7.873,7.873
1990-11-02,0,6.152,7.873
1990-11-03,0.178461538,4.675,6.152
1990-11-04,0,3.426,4.675
1990-11-05,0.022307692,2.778,3.426
1990-11-06,0.516153846,2.682,2.778
1990-11-07,14.11153846,2.99,2.682
1990-11-08,21.43538462,7.154,2.99
1990-11-09,3.483846154,9.229,7.154
1990-11-10,0.44,6.804,9.229
1990-11-11,0.31,5.535,6.804
1990-11-12,0,4.814,5.535
1990-11-13,0,4.151,4.814
1990-11-14,0,3.778,4.151
1990-11-15,0.001538462,3.543,3.778
1990-11-16,0.146153846,3.309,3.543
1990-11-17,0,2.99,3.309
1990-11-18,0,2.778,2.99
1990-11-19,0.276923077,2.682,2.778
1990-11-20,0.212307692,2.682,2.682
1990-11-21,4.453846154,2.682,2.682
1990-11-22,0.200769231,2.587,2.682
1990-11-23,8.627692308,2.778,2.587
1990-11-24,12.21384615,3.543,2.778
1990-11-25,4.828461538,4.023,3.543
1990-11-26,3.728461538,4.023,4.023
1990-11-27,0.910769231,3.895,4.023
1990-11-28,0.109230769,3.661,3.895
1990-11-29,0.219230769,3.543,3.661
1990-11-30,0,3.426,3.543
1990-12-01,0.000769231,3.203,3.426
1990-12-02,0.159230769,2.99,3.203
1990-12-03,0.09,2.884,2.99
1990-12-04,0,2.682,2.884
1990-12-05,1.570769231,2.587,2.682
1990-12-06,1.114615385,2.491,2.587
1990-12-07,4.819230769,2.491,2.491
1990-12-08,23.62923077,4.151,2.491
1990-12-09,8.370769231,4.675,4.151
1990-12-10,6.973846154,4.023,4.675
1990-12-11,1.145384615,3.661,4.023
1990-12-12,0.6,3.543,3.661
1990-12-13,0.145384615,3.426,3.543
1990-12-14,0.068461538,3.426,3.426
1990-12-15,0.226153846,3.426,3.426
1990-12-16,0.009230769,3.309,3.426
1990-12-17,0.112307692,3.203,3.309
1990-12-18,0.338461538,3.097,3.203
1990-12-19,0.104615385,2.99,3.097
1990-12-20,0.223846154,2.884,2.99
1990-12-21,0.09,2.682,2.884
1990-12-22,0.027692308,2.587,2.682
1990-12-23,0.023846154,2.682,2.587
1990-12-24,0,2.682,2.682
1990-12-25,2.06,2.682,2.682
1990-12-26,1.110769231,2.778,2.682
1990-12-27,2.650769231,3.895,2.778
1990-12-28,0.76,5.384,3.895
1990-12-29,0,6.804,5.384
1990-12-30,0,6.641,6.804
1990-12-31,0.016923077,6.315,6.641
1991-01-01,0.168461538,5.687,6.315
1991-01-02,0.775384615,4.814,5.687
1991-01-03,0.05,4.407,4.814
1991-01-04,0.320769231,4.023,4.407
1991-01-05,0.005384615,3.895,4.023
1991-01-06,1.571538462,3.895,3.895
1991-01-07,12.84,5.093,3.895
1991-01-08,1.747692308,6.804,5.093
1991-01-09,1.41,6.478,6.804
1991-01-10,0.005384615,5.838,6.478
1991-01-11,1.083076923,5.233,5.838
1991-01-12,1.089230769,5.093,5.233
1991-01-13,0,4.675,5.093
1991-01-14,0.005384615,4.407,4.675
1991-01-15,0,4.151,4.407
1991-01-16,0.120769231,3.895,4.151
1991-01-17,1.118461538,3.778,3.895
1991-01-18,0.785384615,3.661,3.778
1991-01-19,0.030769231,3.661,3.661
1991-01-20,0.256153846,3.543,3.661
1991-01-21,0.023846154,3.426,3.543
1991-01-22,0.06,3.309,3.426
1991-01-23,0.236923077,3.203,3.309
1991-01-24,0,3.203,3.203
1991-01-25,1.641538462,3.097,3.203
1991-01-26,3.479230769,2.99,3.097
1991-01-27,0.011538462,2.99,2.99
1991-01-28,0.070769231,2.99,2.99
1991-01-29,0.477692308,2.884,2.99
1991-01-30,0.108461538,2.884,2.884
1991-01-31,1.37,2.884,2.884
1991-02-01,5.253846154,2.778,2.884
1991-02-02,9.723846154,2.778,2.778
1991-02-03,1.763076923,2.99,2.778
1991-02-04,0.156923077,2.99,2.99
1991-02-05,0.93,3.097,2.99
1991-02-06,13.89461538,4.151,3.097
1991-02-07,4.646153846,5.384,4.151
1991-02-08,1.994615385,4.954,5.384
1991-02-09,9.085384615,5.535,4.954
1991-02-10,0.026923077,5.384,5.535
1991-02-11,0.007692308,4.814,5.384
1991-02-12,2.386923077,4.279,4.814
1991-02-13,0.259230769,4.023,4.279
1991-02-14,0.239230769,3.778,4.023
1991-02-15,1.209230769,3.543,3.778
1991-02-16,7.334615385,3.426,3.543
1991-02-17,4.017692308,3.203,3.426
1991-02-18,4.804615385,3.097,3.203
1991-02-19,5.086923077,3.097,3.097
1991-02-20,0.893076923,3.097,3.097
1991-02-21,0.15,3.203,3.097
1991-02-22,0.007692308,3.426,3.203
1991-02-23,0,3.778,3.426
1991-02-24,0,4.675,3.778
1991-02-25,0,5.535,4.675
1991-02-26,1.275384615,6.315,5.535
1991-02-27,1.919230769,6.315,6.315
1991-02-28,18.84769231,9.035,6.315
1991-03-01,0.122307692,10.712,9.035
1991-03-02,0,10.274,10.712
1991-03-03,0.002307692,10.712,10.274
1991-03-04,1.788461538,10.931,10.712
1991-03-05,6.294615385,12.054,10.931
1991-03-06,9.633076923,18.492,12.054
1991-03-07,22.16,22.296,18.492
1991-03-08,10.23846154,17.891,22.296
1991-03-09,8.64,19.093,17.891
1991-03-10,0.005384615,19.994,19.093
1991-03-11,0.056153846,16.717,19.994
1991-03-12,7.621538462,14.536,16.717
1991-03-13,3.778461538,13.527,14.536
1991-03-14,0,12.054,13.527
1991-03-15,0.361538462,10.712,12.054
1991-03-16,4.06,10.493,10.712
1991-03-17,2.868461538,9.835,10.493
1991-03-18,0.291538462,8.841,9.835
1991-03-19,0.024615385,8.066,8.841
1991-03-20,0.003076923,7.504,8.066
1991-03-21,0.845384615,6.979,7.504
1991-03-22,1.573076923,6.804,6.979
1991-03-23,3.65,6.478,6.804
1991-03-24,8.573076923,6.315,6.478
1991-03-25,5.684615385,6.979,6.315
1991-03-26,8.083846154,8.841,6.979
1991-03-27,1.976153846,11.15,8.841
1991-03-28,0.494615385,11.589,11.15
1991-03-29,0.017692308,11.15,11.589
1991-03-30,0,9.835,11.15
1991-03-31,2.285384615,9.035,9.835
1991-04-01,0.047692308,8.066,9.035
1991-04-02,0.359230769,7.329,8.066
1991-04-03,2.017692308,6.979,7.329
1991-04-04,8.330769231,7.154,6.979
1991-04-05,2.17,6.979,7.154
1991-04-06,0.219230769,6.478,6.979
1991-04-07,0.205384615,5.838,6.478
1991-04-08,0,5.535,5.838
1991-04-09,1.643846154,5.233,5.535
1991-04-10,0.019230769,4.954,5.233
1991-04-11,0.09,4.814,4.954
1991-04-12,1.246923077,5.687,4.814
1991-04-13,58.26461538,10.931,5.687
1991-04-14,9.206923077,32,10.931
1991-04-15,21.32615385,39.905,32
1991-04-16,7.748461538,30.744,39.905
1991-04-17,2.203076923,22.296,30.744
1991-04-18,0.076923077,17.591,22.296
1991-04-19,0,14.808,17.591
1991-04-20,0,12.299,14.808
1991-04-21,0.037692308,9.616,12.299
1991-04-22,0.097692308,8.648,9.616
1991-04-23,0.027692308,7.873,8.648
1991-04-24,2.823846154,7.504,7.873
1991-04-25,2.533846154,7.154,7.504
1991-04-26,1.924615385,6.804,7.154
1991-04-27,0.272307692,6.478,6.804
1991-04-28,0.927692308,5.535,6.478
1991-04-29,0.052307692,5.384,5.535
1991-04-30,0.036923077,5.093,5.384
1991-05-01,15.04692308,5.093,5.093
1991-05-02,5.720769231,5.233,5.093
1991-05-03,1.474615385,5.233,5.233
1991-05-04,0.512307692,5.093,5.233
1991-05-05,3.028461538,5.093,5.093
1991-05-06,1.02,4.954,5.093
1991-05-07,1.578461538,4.814,4.954
1991-05-08,1.453076923,4.954,4.814
1991-05-09,1.234615385,5.093,4.954
1991-05-10,0.010769231,5.093,5.093
1991-05-11,0.116923077,5.093,5.093
1991-05-12,0.011538462,5.093,5.093
1991-05-13,0,5.093,5.093
1991-05-14,0.257692308,4.814,5.093
1991-05-15,0.003846154,4.675,4.814
1991-05-16,0.008461538,4.535,4.675
1991-05-17,0.063076923,4.279,4.535
1991-05-18,0.008461538,4.023,4.279
1991-05-19,0,4.023,4.023
1991-05-20,0,3.895,4.023
1991-05-21,0.008461538,3.661,3.895
1991-05-22,0.128461538,3.543,3.661
1991-05-23,0,3.543,3.543
1991-05-24,0,3.543,3.543
1991-05-25,0,3.426,3.543
1991-05-26,0,2.99,3.426
1991-05-27,0,2.99,2.99
1991-05-28,0,2.99,2.99
1991-05-29,0.386153846,3.097,2.99
1991-05-30,4.752307692,3.203,3.097
1991-05-31,17.28846154,3.778,3.203
1991-06-01,4.196153846,3.895,3.778
1991-06-02,2.045384615,3.661,3.895
1991-06-03,5.098461538,3.543,3.661
1991-06-04,0.102307692,3.309,3.543
1991-06-05,0.514615385,3.097,3.309
1991-06-06,0.039230769,3.097,3.097
1991-06-07,0.270769231,3.097,3.097
1991-06-08,0.056923077,2.99,3.097
1991-06-09,0,2.99,2.99
1991-06-10,0.646923077,2.99,2.99
1991-06-11,0.09,2.884,2.99
1991-06-12,0,2.682,2.884
1991-06-13,0,2.682,2.682
1991-06-14,4.058461538,2.682,2.682
1991-06-15,8.676923077,2.682,2.682
1991-06-16,2.153076923,2.682,2.682
1991-06-17,0.122307692,2.682,2.682
1991-06-18,0.364615385,2.682,2.682
1991-06-19,0,2.682,2.682
1991-06-20,0,2.682,2.682
1991-06-21,0.013846154,2.587,2.682
1991-06-22,0,2.491,2.587
1991-06-23,0,2.396,2.491
1991-06-24,0,2.396,2.396
1991-06-25,0,2.3,2.396
1991-06-26,0,2.3,2.3
1991-06-27,0,2.3,2.3
1991-06-28,0,2.3,2.3
1991-06-29,0,2.3,2.3
1991-06-30,0.033076923,2.3,2.3
1991-07-01,2.517692308,2.491,2.3
1991-07-02,38.35230769,5.384,2.491
1991-07-03,0.705384615,3.309,5.384
1991-07-04,1.208461538,2.778,3.309
1991-07-05,0.157692308,2.587,2.778
1991-07-06,0,2.491,2.587
1991-07-07,0,2.491,2.491
1991-07-08,0,2.491,2.491
1991-07-09,0,2.491,2.491
1991-07-10,0,2.396,2.491
1991-07-11,0.052307692,2.3,2.396
1991-07-12,0.650769231,2.3,2.3
1991-07-13,0,2.215,2.3
1991-07-14,0.006923077,2.129,2.215
1991-07-15,0,2.129,2.129
1991-07-16,0.000769231,2.129,2.129
1991-07-17,0,2.129,2.129
1991-07-18,0,2.044,2.129
1991-07-19,1.910769231,1.958,2.044
1991-07-20,1.303846154,1.958,1.958
1991-07-21,0.000769231,1.958,1.958
1991-07-22,0.177692308,1.958,1.958
1991-07-23,0.008461538,1.958,1.958
1991-07-24,0,1.958,1.958
1991-07-25,0.025384615,1.958,1.958
1991-07-26,0,1.958,1.958
1991-07-27,0.042307692,1.958,1.958
1991-07-28,0.78,1.873,1.958
1991-07-29,0,1.798,1.873
1991-07-30,0,1.722,1.798
1991-07-31,0,1.722,1.722
1991-08-01,0,1.798,1.722
1991-08-02,0.005384615,1.798,1.798
1991-08-03,0,1.798,1.798
1991-08-04,0.01,1.873,1.798
1991-08-05,0.048461538,1.873,1.873
1991-08-06,0,1.873,1.873
1991-08-07,0,1.873,1.873
1991-08-08,0.100769231,1.873,1.873
1991-08-09,0,1.958,1.873
1991-08-10,0.233076923,1.958,1.958
1991-08-11,0.01,1.958,1.958
1991-08-12,0,1.958,1.958
1991-08-13,0.016153846,1.958,1.958
1991-08-14,0,1.958,1.958
1991-08-15,0,1.958,1.958
1991-08-16,1.867692308,1.873,1.958
1991-08-17,6.166923077,1.873,1.873
1991-08-18,2.45,1.873,1.873
1991-08-19,0.038461538,1.873,1.873
1991-08-20,0.020769231,1.873,1.873
1991-08-21,0,1.873,1.873
1991-08-22,0.018461538,1.798,1.873
1991-08-23,0.155384615,1.798,1.798
1991-08-24,0,1.798,1.798
1991-08-25,1.621538462,1.873,1.798
1991-08-26,4.565384615,1.873,1.873
1991-08-27,2.123076923,1.873,1.873
1991-08-28,0.465384615,1.798,1.873
1991-08-29,0.011538462,1.798,1.798
1991-08-30,0,1.798,1.798
1991-08-31,0,1.798,1.798
1991-09-01,0.000769231,1.798,1.798
1991-09-02,1.585384615,1.798,1.798
1991-09-03,4.404615385,1.873,1.798
1991-09-04,8.301538462,1.958,1.873
1991-09-05,12.77692308,2.215,1.958
1991-09-06,6.868461538,2.215,2.215
1991-09-07,0.77,2.044,2.215
1991-09-08,0.112307692,1.873,2.044
1991-09-09,0.066153846,1.798,1.873
1991-09-10,5.222307692,1.798,1.798
1991-09-11,2.641538462,1.873,1.798
1991-09-12,1.43,1.873,1.873
1991-09-13,1.03,1.873,1.873
1991-09-14,0,1.873,1.873
1991-09-15,0,1.873,1.873
1991-09-16,0,1.873,1.873
1991-09-17,0,1.873,1.873
1991-09-18,0,1.873,1.873
1991-09-19,0,1.873,1.873
1991-09-20,1.625384615,1.873,1.873
1991-09-21,15.35538462,2.491,1.873
1991-09-22,0,2.587,2.491
1991-09-23,10.03153846,2.215,2.587
1991-09-24,0,2.129,2.215
1991-09-25,10.21923077,2.215,2.129
1991-09-26,0,2.3,2.215
1991-09-27,0.135384615,2.3,2.3
1991-09-28,26.71923077,2.778,2.3
1991-09-29,0.330769231,2.491,2.778
1991-09-30,0.832307692,2.3,2.491
1991-10-01,0.240769231,2.3,2.3
1991-10-02,0.012307692,2.215,2.3
1991-10-03,3.157692308,2.129,2.215
1991-10-04,0,2.044,2.129
1991-10-05,0.059230769,1.873,2.044
1991-10-06,0,1.798,1.873
1991-10-07,0.016923077,1.798,1.798
1991-10-08,2.850769231,1.873,1.798
1991-10-09,16.56769231,3.895,1.873
1991-10-10,22.15384615,6.478,3.895
1991-10-11,11.98615385,5.838,6.478
1991-10-12,7.073846154,5.384,5.838
1991-10-13,4.817692308,4.954,5.384
1991-10-14,2.892307692,4.675,4.954
1991-10-15,0.228461538,4.151,4.675
1991-10-16,1.036153846,3.543,4.151
1991-10-17,0,3.203,3.543
1991-10-18,0.051538462,2.99,3.203
1991-10-19,0.026153846,2.778,2.99
1991-10-20,0.008461538,2.682,2.778
1991-10-21,0.001538462,2.587,2.682
1991-10-22,3.984615385,2.491,2.587
1991-10-23,0.178461538,2.396,2.491
1991-10-24,2.279230769,2.3,2.396
1991-10-25,11.02,2.3,2.3
1991-10-26,6.386153846,2.778,2.3
1991-10-27,0.128461538,3.097,2.778
1991-10-28,0.531538462,2.99,3.097
1991-10-29,0.087692308,2.884,2.99
1991-10-30,0.006923077,2.778,2.884
1991-10-31,0.003846154,2.682,2.778
1991-11-01,0,2.682,2.682
1991-11-02,0.016923077,2.587,2.682
1991-11-03,4.22,2.587,2.587
1991-11-04,5.971538462,2.587,2.587
1991-11-05,1.26,2.682,2.587
1991-11-06,1.105384615,2.682,2.682
1991-11-07,0.840769231,2.682,2.682
1991-11-08,0,2.682,2.682
1991-11-09,0.039230769,2.396,2.682
1991-11-10,0.17,2.3,2.396
1991-11-11,0,2.3,2.3
1991-11-12,1.686153846,2.396,2.3
1991-11-13,4.434615385,2.491,2.396
1991-11-14,3.042307692,4.675,2.491
1991-11-15,19.34076923,7.873,4.675
1991-11-16,0.026923077,5.093,7.873
1991-11-17,0,4.023,5.093
1991-11-18,1.546923077,3.661,4.023
1991-11-19,3.506153846,3.426,3.661
1991-11-20,5.754615385,3.203,3.426
1991-11-21,7.45,3.097,3.203
1991-11-22,0.045384615,3.097,3.097
1991-11-23,0.081538462,3.097,3.097
1991-11-24,0,2.99,3.097
1991-11-25,0,3.097,2.99
1991-11-26,0.101538462,3.426,3.097
1991-11-27,0.034615385,3.543,3.426
1991-11-28,0.526153846,3.661,3.543
1991-11-29,9.011538462,4.279,3.661
1991-11-30,2.423846154,4.151,4.279
1991-12-01,6.607692308,5.535,4.151
1991-12-02,11.76769231,7.504,5.535
1991-12-03,2.823076923,7.329,7.504
1991-12-04,2.888461538,7.329,7.329
