Date,P(t),Q(t-1),Q(t)
1990-05-10,0.026296296,7.978,8.226
1990-05-11,0.451388889,7.73,7.978
1990-05-12,2.507592593,8.723,7.73
1990-05-13,0.051851852,8.474,8.723
1990-05-14,0.002777778,8.226,8.474
1990-05-15,0.032777778,7.978,8.226
1990-05-16,0.590092593,7.73,7.978
1990-05-17,0.084166667,7.73,7.73
1990-05-18,0.488611111,7.482,7.73
1990-05-19,5.326018519,7.234,7.482
1990-05-20,1.367777778,7.234,7.234
1990-05-21,1.075555556,7.234,7.234
1990-05-22,2.515277778,7.234,7.234
1990-05-23,2.231851852,7.234,7.234
1990-05-24,0.035277778,7.234,7.234
1990-05-25,0.359074074,7.234,7.234
1990-05-26,1.88,7.234,7.234
1990-05-27,0.984259259,7.016,7.234
1990-05-28,0.193425926,6.797,7.016
1990-05-29,0.249074074,6.579,6.797
1990-05-30,0.323055556,6.36,6.579
1990-05-31,0,6.36,6.36
1990-06-01,0.023888889,6.36,6.36
1990-06-02,0.002592593,6.36,6.36
1990-06-03,0.603981481,6.36,6.36
1990-06-04,1.016851852,6.36,6.36
1990-06-05,0.487222222,6.36,6.36
1990-06-06,0.196944444,6.36,6.36
1990-06-07,0.001851852,6.36,6.36
1990-06-08,0,5.943,6.36
1990-06-09,0.001111111,5.744,5.943
1990-06-10,2.078425926,6.142,5.744
1990-06-11,3.655462963,6.36,6.142
1990-06-12,0.188055556,6.142,6.36
1990-06-13,7.433796296,6.579,6.142
1990-06-14,3.158703704,7.016,6.579
1990-06-15,0.660185185,6.142,7.016
1990-06-16,0.431111111,6.142,6.142
1990-06-17,0.00212963,5.943,6.142
1990-06-18,0.129074074,5.545,5.943
1990-06-19,0.092777778,5.545,5.545
1990-06-20,0.075648148,5.545,5.545
1990-06-21,0,5.943,5.545
1990-06-22,0.148055556,5.744,5.943
1990-06-23,0,5.744,5.744
1990-06-24,0.001851852,5.744,5.744
1990-06-25,1.699166667,5.545,5.744
1990-06-26,1.623425926,5.545,5.545
1990-06-27,1.187962963,5.545,5.545
1990-06-28,0.667407407,5.346,5.545
1990-06-29,0.081296296,5.147,5.346
1990-06-30,0,4.967,5.147
1990-07-01,0,4.967,4.967
1990-07-02,0.00037037,4.967,4.967
1990-07-03,0,5.147,4.967
1990-07-04,0.107962963,4.967,5.147
1990-07-05,0.135,5.744,4.967
1990-07-06,0.402962963,6.142,5.744
1990-07-07,0.000185185,5.545,6.142
1990-07-08,0.001759259,5.545,5.545
1990-07-09,0,5.545,5.545
1990-07-10,0,5.346,5.545
1990-07-11,0,5.346,5.346
1990-07-12,2.727037037,5.147,5.346
1990-07-13,0.959722222,4.967,5.147
1990-07-14,0.249259259,4.787,4.967
1990-07-15,0.135,4.787,4.787
1990-07-16,0.006111111,4.787,4.787
1990-07-17,0.006388889,4.787,4.787
1990-07-18,0.000555556,4.787,4.787
1990-07-19,0.020648148,4.787,4.787
1990-07-20,1.340648148,4.787,4.787
1990-07-21,0.2375,4.787,4.787
1990-07-22,0.225833333,4.967,4.787
1990-07-23,0.336759259,5.147,4.967
1990-07-24,0.091481481,4.787,5.147
1990-07-25,0.237962963,4.787,4.787
1990-07-26,0.004351852,4.787,4.787
1990-07-27,0.241481481,4.967,4.787
1990-07-28,4.126111111,5.744,4.967
1990-07-29,0.301111111,5.545,5.744
1990-07-30,0.084444444,5.346,5.545
1990-07-31,0,5.147,5.346
1990-08-01,2.549166667,4.967,5.147
1990-08-02,12.18898148,5.744,4.967
1990-08-03,1.462222222,6.579,5.744
1990-08-04,1.555277778,5.744,6.579
1990-08-05,0.197037037,5.346,5.744
1990-08-06,0.001666667,4.967,5.346
1990-08-07,0.198981481,4.787,4.967
1990-08-08,0.271851852,4.787,4.787
1990-08-09,0.165555556,4.787,4.787
1990-08-10,4.169537037,4.787,4.787
1990-08-11,0.213333333,4.787,4.787
1990-08-12,1.717222222,4.787,4.787
1990-08-13,0.446944444,4.787,4.787
1990-08-14,0.15537037,4.787,4.787
1990-08-15,0,4.787,4.787
1990-08-16,0.133240741,4.787,4.787
1990-08-17,0.254814815,4.787,4.787
1990-08-18,0.399074074,4.787,4.787
1990-08-19,6.245185185,4.787,4.787
1990-08-20,6.860277778,4.787,4.787
1990-08-21,1.242685185,4.787,4.787
1990-08-22,0.564444444,5.346,4.787
1990-08-23,0.351388889,5.346,5.346
1990-08-24,0.174814815,5.147,5.346
1990-08-25,0.50287037,4.967,5.147
1990-08-26,0.198240741,4.967,4.967
1990-08-27,0.236574074,4.967,4.967
1990-08-28,0.118981481,4.787,4.967
1990-08-29,0.027407407,4.787,4.787
1990-08-30,0.976574074,4.787,4.787
1990-08-31,0.064907407,4.787,4.787
1990-09-01,0.188333333,4.787,4.787
1990-09-02,1.600185185,4.787,4.787
1990-09-03,0.294907407,4.787,4.787
1990-09-04,0.041296296,5.545,4.787
1990-09-05,0,5.346,5.545
1990-09-06,0.069907407,5.346,5.346
1990-09-07,0.448796296,7.016,5.346
1990-09-08,26.79944444,8.971,7.016
1990-09-09,8.724722222,7.978,8.971
1990-09-10,0.548888889,6.579,7.978
1990-09-11,0.001296296,5.346,6.579
1990-09-12,0.341203704,4.967,5.346
1990-09-13,0.001759259,4.787,4.967
1990-09-14,0.047037037,4.787,4.787
1990-09-15,0.01287037,4.787,4.787
1990-09-16,8.127037037,4.787,4.787
1990-09-17,0.67787037,5.346,4.787
1990-09-18,0.532222222,5.744,5.346
1990-09-19,1.678148148,6.36,5.744
1990-09-20,2.962962963,6.36,6.36
1990-09-21,0.19712963,6.142,6.36
1990-09-22,0.006759259,6.142,6.142
1990-09-23,0.063703704,6.36,6.142
1990-09-24,0.109166667,6.36,6.36
1990-09-25,4.229537037,6.36,6.36
1990-09-26,0.456111111,7.016,6.36
1990-09-27,0.001759259,6.579,7.016
1990-09-28,0.3075,6.579,6.579
1990-09-29,17.42574074,7.978,6.579
1990-09-30,0.372407407,8.294,7.978
1990-10-01,1.019722222,7.224,8.294
1990-10-02,4.102685185,6.825,7.224
1990-10-03,2.813981481,6.825,6.825
1990-10-04,1.165648148,6.64,6.825
1990-10-05,0.052314815,6.27,6.64
1990-10-06,0.556666667,6.27,6.27
1990-10-07,10.02222222,6.455,6.27
1990-10-08,1.25287037,6.825,6.455
1990-10-09,0.18712963,6.825,6.825
1990-10-10,0.187407407,6.825,6.825
1990-10-11,0.52787037,6.825,6.825
1990-10-12,1.098611111,6.825,6.825
1990-10-13,0.006018519,6.825,6.825
1990-10-14,0.245555556,6.825,6.825
1990-10-15,0.759722222,6.825,6.825
1990-10-16,3.6,6.825,6.825
1990-10-17,1.488518519,7.01,6.825
1990-10-18,6.455925926,7.224,7.01
1990-10-19,0.901481481,7.438,7.224
1990-10-20,1.194166667,7.438,7.438
1990-10-21,23.03555556,7.652,7.438
1990-10-22,24.48490741,8.722,7.652
1990-10-23,8.136018519,17.582,8.722
1990-10-24,4.073703704,20.11,17.582
1990-10-25,0.395555556,17.898,20.11
1990-10-26,0.452314815,14.656,17.898
1990-10-27,2.897037037,12.781,14.656
1990-10-28,4.971944444,12.261,12.781
1990-10-29,1.728518519,13.822,12.261
1990-10-30,5.561944444,14.656,13.822
1990-10-31,9.870092593,16.663,14.656
1990-11-01,0.272962963,21.486,16.663
1990-11-02,0.271296296,18.53,21.486
1990-11-03,0.119166667,16.09,18.53
1990-11-04,0.166388889,14.656,16.09
1990-11-05,0.317685185,13.822,14.656
1990-11-06,0.491203704,12.781,13.822
1990-11-07,10.07203704,12.521,12.781
1990-11-08,17.82564815,20.11,12.521
1990-11-09,1.388703704,34.705,20.11
1990-11-10,0.569907407,30.06,34.705
1990-11-11,0.180462963,26.517,30.06
1990-11-12,0.109166667,22.862,26.517
1990-11-13,0.216018519,20.11,22.862
1990-11-14,0.403148148,17.898,20.11
1990-11-15,0.002685185,16.09,17.898
1990-11-16,0.062592593,14.942,16.09
1990-11-17,0.002962963,14.082,14.942
1990-11-18,0.113148148,13.562,14.082
1990-11-19,0.121666667,13.562,13.562
1990-11-20,0.281388889,13.562,13.562
1990-11-21,7.369537037,13.562,13.562
1990-11-22,1.429074074,13.562,13.562
1990-11-23,5.07787037,13.562,13.562
1990-11-24,9.619444444,14.656,13.562
1990-11-25,1.916481481,17.898,14.656
1990-11-26,1.515092593,18.214,17.898
1990-11-27,0.615555556,18.214,18.214
1990-11-28,0.051759259,17.582,18.214
1990-11-29,0.105833333,16.95,17.582
1990-11-30,0.009166667,16.376,16.95
1990-12-01,0.003055556,15.803,16.376
1990-12-02,0.067592593,14.942,15.803
1990-12-03,0.035462963,14.082,14.942
1990-12-04,0,13.822,14.082
1990-12-05,0.441944444,13.562,13.822
1990-12-06,0.306203704,13.562,13.562
1990-12-07,1.220648148,13.822,13.562
1990-12-08,17.97555556,16.376,13.822
1990-12-09,5.672592593,20.454,16.376
1990-12-10,3.830092593,18.846,20.454
1990-12-11,0.310462963,17.582,18.846
1990-12-12,0.198611111,16.95,17.582
1990-12-13,0.141851852,17.266,16.95
1990-12-14,0.032407407,17.582,17.266
1990-12-15,0.153888889,17.266,17.582
1990-12-16,0.081018519,16.95,17.266
1990-12-17,0.103703704,16.663,16.95
1990-12-18,1.351481481,16.09,16.663
1990-12-19,0.15462963,15.516,16.09
1990-12-20,0.08037037,14.942,15.516
1990-12-21,0.123333333,14.656,14.942
1990-12-22,0.014537037,14.656,14.656
1990-12-23,0.021944444,14.656,14.656
1990-12-24,0.000185185,14.369,14.656
1990-12-25,1.952777778,13.822,14.369
1990-12-26,0.499074074,13.562,13.822
1990-12-27,1.37537037,13.562,13.562
1990-12-28,0.62212963,14.942,13.562
1990-12-29,0.201851852,17.266,14.942
1990-12-30,0.103240741,19.794,17.266
1990-12-31,0.046018519,19.478,19.794
1991-01-01,0.069814815,19.478,19.478
1991-01-02,0.214351852,18.53,19.478
1991-01-03,0.023796296,17.582,18.53
1991-01-04,0.144074074,16.95,17.582
1991-01-05,0.009814815,16.09,16.95
1991-01-06,0.846759259,15.516,16.09
1991-01-07,8.620740741,15.229,15.516
1991-01-08,1.566481481,17.898,15.229
1991-01-09,0.755925926,19.794,17.898
1991-01-10,0.310555556,19.478,19.794
1991-01-11,0.369722222,19.162,19.478
1991-01-12,1.474444444,18.53,19.162
1991-01-13,0.042685185,17.898,18.53
1991-01-14,0.045092593,17.266,17.898
1991-01-15,0.008333333,16.95,17.266
1991-01-16,0.146666667,16.09,16.95
1991-01-17,0.896666667,15.803,16.09
1991-01-18,0.23962963,15.803,15.803
1991-01-19,0.028055556,15.516,15.803
1991-01-20,0.19287037,14.656,15.516
1991-01-21,0.018425926,14.656,14.656
1991-01-22,0.106851852,14.656,14.656
1991-01-23,0.143981481,14.369,14.656
1991-01-24,0.011759259,13.822,14.369
1991-01-25,1.36037037,13.562,13.822
1991-01-26,2.285,13.562,13.562
1991-01-27,0.131851852,13.562,13.562
1991-01-28,0.028425926,13.562,13.562
1991-01-29,0.416851852,14.082,13.562
1991-01-30,0.122222222,13.041,14.082
1991-01-31,1.361111111,12.781,13.041
1991-02-01,5.963796296,12.781,12.781
1991-02-02,8.6975,13.041,12.781
1991-02-03,2.482037037,12.781,13.041
1991-02-04,0.114351852,12.521,12.781
1991-02-05,0.404537037,12.521,12.521
1991-02-06,7.536851852,12.521,12.521
1991-02-07,2.461666667,16.95,12.521
1991-02-08,1.076759259,19.794,16.95
1991-02-09,7.110462963,20.798,19.794
1991-02-10,0.384814815,24.663,20.798
1991-02-11,0.002592593,23.921,24.663
1991-02-12,1.14462963,22.174,23.921
1991-02-13,0.357222222,20.798,22.174
1991-02-14,0.765277778,19.478,20.798
1991-02-15,0.629444444,18.53,19.478
1991-02-16,5.819722222,18.214,18.53
1991-02-17,4.807222222,18.214,18.214
1991-02-18,5.324722222,18.214,18.214
1991-02-19,2.501296296,18.53,18.214
1991-02-20,0.573425926,19.794,18.53
1991-02-21,0.058703704,20.11,19.794
1991-02-22,0.0175,20.11,20.11
1991-02-23,0,20.454,20.11
1991-02-24,0.149074074,20.798,20.454
1991-02-25,0.008055556,21.83,20.798
1991-02-26,0.768611111,23.206,21.83
1991-02-27,2.027037037,24.292,23.206
1991-02-28,12.00416667,25.775,24.292
1991-03-01,2.006944444,33.413,25.775
1991-03-02,0.429444444,34.275,33.413
1991-03-03,0.696018519,33.413,34.275
1991-03-04,0.635925926,32.983,33.413
1991-03-05,7.2375,33.413,32.983
1991-03-06,8.144351852,42.229,33.413
1991-03-07,12.21157407,68.481,42.229
1991-03-08,6.065740741,76.156,68.481
1991-03-09,7.888240741,72.81,76.156
1991-03-10,0.674444444,69.718,72.81
1991-03-11,0.602222222,64.893,69.718
1991-03-12,6.127314815,63.161,64.893
1991-03-13,1.539259259,60.323,63.161
1991-03-14,0.118888889,53.557,60.323
1991-03-15,0.591944444,48.946,53.557
1991-03-16,2.256388889,47.372,48.946
1991-03-17,3.71537037,45.798,47.372
1991-03-18,0.392222222,43.244,45.798
1991-03-19,0.090833333,40.2,43.244
1991-03-20,0.005092593,37.42,40.2
1991-03-21,0.640185185,36.493,37.42
1991-03-22,0.470740741,35.567,36.493
1991-03-23,3.180185185,33.844,35.567
1991-03-24,6.145092593,33.844,33.844
1991-03-25,5.834722222,36.03,33.844
1991-03-26,6.841759259,36.493,36.03
1991-03-27,0.742037037,36.493,36.493
1991-03-28,0.115740741,36.493,36.493
1991-03-29,0.013518519,36.493,36.493
1991-03-30,0.00537037,36.493,36.493
1991-03-31,0.56712963,36.957,36.493
1991-04-01,0.015092593,37.42,36.957
1991-04-02,0.676018519,37.42,37.42
1991-04-03,2.308240741,37.42,37.42
1991-04-04,8.095462963,37.42,37.42
1991-04-05,0.811111111,37.42,37.42
1991-04-06,0.090092593,37.42,37.42
1991-04-07,0.099074074,37.42,37.42
1991-04-08,0.000277778,37.883,37.42
1991-04-09,0.390740741,38.347,37.883
1991-04-10,0.002314815,39.273,38.347
1991-04-11,0.066018519,39.737,39.273
1991-04-12,4.828425926,40.2,39.737
1991-04-13,36.01990741,40.707,40.2
1991-04-14,9.302037037,41.215,40.707
1991-04-15,19.09407407,42.229,41.215
1991-04-16,5.733240741,42.737,42.229
1991-04-17,0.916481481,43.244,42.737
1991-04-18,0.121203704,43.751,43.244
1991-04-19,0.155833333,44.766,43.751
1991-04-20,0.091018519,45.273,44.766
1991-04-21,0.012962963,45.798,45.273
1991-04-22,0.044537037,42.229,45.798
1991-04-23,0.016388889,38.81,42.229
1991-04-24,1.901018519,35.567,38.81
1991-04-25,1.795185185,35.567,35.567
1991-04-26,1.261944444,34.705,35.567
1991-04-27,0.216481481,32.983,34.705
1991-04-28,1.289351852,30.86,32.983
1991-04-29,0.143611111,28.859,30.86
1991-04-30,0.156944444,27.659,28.859
1991-05-01,10.87212963,28.059,27.659
1991-05-02,2.561481481,28.059,28.059
1991-05-03,0.402685185,28.059,28.059
1991-05-04,1.380740741,27.659,28.059
1991-05-05,2.938796296,27.259,27.659
1991-05-06,1.038425926,26.888,27.259
1991-05-07,1.59287037,26.517,26.888
1991-05-08,0.884722222,26.517,26.517
1991-05-09,1.119259259,26.146,26.517
1991-05-10,0.40962963,25.404,26.146
1991-05-11,0.054537037,24.663,25.404
1991-05-12,0.013796296,23.55,24.663
1991-05-13,0,23.206,23.55
1991-05-14,0.131481481,22.174,23.206
1991-05-15,0.000648148,22.174,22.174
1991-05-16,0.001851852,20.454,22.174
1991-05-17,0.03212963,19.478,20.454
1991-05-18,0.003425926,19.478,19.478
1991-05-19,0,19.478,19.478
1991-05-20,0,18.53,19.478
1991-05-21,0.002962963,17.898,18.53
1991-05-22,0.066018519,17.582,17.898
1991-05-23,0,17.582,17.582
1991-05-24,0,17.266,17.582
1991-05-25,0,16.95,17.266
1991-05-26,0.004537037,16.95,16.95
1991-05-27,0.000555556,16.95,16.95
1991-05-28,0.01037037,16.95,16.95
1991-05-29,1.096759259,16.95,16.95
1991-05-30,8.052314815,16.95,16.95
1991-05-31,11.77777778,16.95,16.95
1991-06-01,2.25462963,16.95,16.95
1991-06-02,3.696296296,16.95,16.95
1991-06-03,1.391388889,16.95,16.95
1991-06-04,0.039537037,16.95,16.95
1991-06-05,0.269537037,16.95,16.95
1991-06-06,0.151018519,16.95,16.95
1991-06-07,0.088796296,16.95,16.95
1991-06-08,0.030462963,16.95,16.95
1991-06-09,0.003240741,16.95,16.95
1991-06-10,0.324351852,16.95,16.95
1991-06-11,0.081203704,16.376,16.95
1991-06-12,0.010648148,15.229,16.376
1991-06-13,0.010833333,15.229,15.229
1991-06-14,3.739722222,15.229,15.229
1991-06-15,8.266388889,15.229,15.229
1991-06-16,0.81962963,15.229,15.229
1991-06-17,0.057592593,15.229,15.229
1991-06-18,0.098888889,15.229,15.229
1991-06-19,0.000925926,15.229,15.229
1991-06-20,0.000277778,15.229,15.229
1991-06-21,0.019351852,15.229,15.229
1991-06-22,0.004537037,15.229,15.229
1991-06-23,0,15.229,15.229
1991-06-24,0.00037037,14.369,15.229
1991-06-25,0,14.082,14.369
1991-06-26,0,14.369,14.082
1991-06-27,0,14.656,14.369
1991-06-28,0,14.656,14.656
1991-06-29,0,14.656,14.656
1991-06-30,0.044537037,14.656,14.656
1991-07-01,8.129259259,14.656,14.656
1991-07-02,17.00472222,14.656,14.656
1991-07-03,3.703796296,15.229,14.656
1991-07-04,1.844259259,15.516,15.229
1991-07-05,0.046111111,15.516,15.516
1991-07-06,0,15.516,15.516
1991-07-07,0,15.516,15.516
1991-07-08,0.107314815,15.516,15.516
1991-07-09,0,15.516,15.516
1991-07-10,0,15.516,15.516
1991-07-11,0.033796296,15.516,15.516
1991-07-12,1.154351852,15.516,15.516
1991-07-13,0.046759259,15.516,15.516
1991-07-14,0.011481481,15.516,15.516
1991-07-15,0,15.516,15.516
1991-07-16,9.26E-05,15.803,15.516
1991-07-17,0,15.516,15.803
1991-07-18,0.000277778,14.082,15.516
1991-07-19,0.667222222,13.041,14.082
1991-07-20,0.613703704,12.261,13.041
1991-07-21,0.006296296,11.48,12.261
1991-07-22,0.075648148,10.781,11.48
1991-07-23,0.003518519,10.781,10.781
1991-07-24,0,10.781,10.781
1991-07-25,0.173240741,10.781,10.781
1991-07-26,0,10.781,10.781
1991-07-27,0.023240741,10.781,10.781
1991-07-28,0.224166667,10.781,10.781
1991-07-29,0.000185185,10.781,10.781
1991-07-30,0,12.521,10.781
1991-07-31,0,14.369,12.521
1991-08-01,0,16.376,14.369
1991-08-02,0.038148148,18.846,16.376
1991-08-03,0.008425926,21.142,18.846
1991-08-04,0.023425926,23.55,21.142
1991-08-05,0.030555556,26.146,23.55
1991-08-06,0.00037037,26.146,26.146
1991-08-07,0.001111111,26.146,26.146
1991-08-08,0.061574074,24.292,26.146
1991-08-09,0.001666667,20.798,24.292
1991-08-10,0.225555556,20.798,20.798
1991-08-11,0.007592593,20.798,20.798
1991-08-12,0,20.798,20.798
1991-08-13,0.009074074,20.798,20.798
1991-08-14,0.003148148,20.798,20.798
1991-08-15,0.00962963,20.798,20.798
1991-08-16,0.735462963,20.798,20.798
1991-08-17,2.855648148,20.798,20.798
1991-08-18,2.823148148,20.798,20.798
1991-08-19,0.4925,20.798,20.798
1991-08-20,0.010462963,20.798,20.798
1991-08-21,0.002777778,20.798,20.798
1991-08-22,0.034722222,20.798,20.798
1991-08-23,0.040277778,20.798,20.798
1991-08-24,0.022962963,20.798,20.798
1991-08-25,0.368888889,20.11,20.798
1991-08-26,1.198888889,19.794,20.11
1991-08-27,2.005740741,19.794,19.794
1991-08-28,0.878240741,19.794,19.794
1991-08-29,0.098796296,19.794,19.794
1991-08-30,0,19.794,19.794
1991-08-31,0.000185185,19.794,19.794
1991-09-01,0.008518519,19.794,19.794
1991-09-02,0.742592593,19.794,19.794
1991-09-03,21.1712963,19.794,19.794
1991-09-04,8.709351852,19.794,19.794
1991-09-05,14.06444444,19.794,19.794
1991-09-06,3.887314815,19.794,19.794
1991-09-07,0.849722222,19.794,19.794
1991-09-08,0.024722222,19.794,19.794
1991-09-09,0.076203704,20.454,19.794
1991-09-10,1.847314815,20.798,20.454
1991-09-11,2.179444444,20.798,20.798
1991-09-12,1.16787037,20.798,20.798
1991-09-13,0.601574074,20.798,20.798
1991-09-14,0.019259259,20.798,20.798
1991-09-15,0,20.798,20.798
1991-09-16,0.031944444,20.798,20.798
1991-09-17,0.021111111,20.798,20.798
1991-09-18,0.000277778,20.798,20.798
1991-09-19,0.195740741,20.798,20.798
1991-09-20,12.11046296,20.454,20.798
1991-09-21,19.31425926,20.11,20.454
1991-09-22,0.557592593,20.11,20.11
1991-09-23,3.619814815,20.11,20.11
1991-09-24,0.223055556,20.11,20.11
1991-09-25,8.333888889,20.11,20.11
1991-09-26,2.396944444,20.454,20.11
1991-09-27,1.009814815,20.798,20.454
1991-09-28,18.21675926,20.798,20.798
1991-09-29,0.675277778,20.798,20.798
1991-09-30,0.399537037,12.244,20.798
1991-10-01,0.329074074,12.244,12.244
1991-10-02,0.01787037,12.244,12.244
1991-10-03,0.864907407,12.244,12.244
1991-10-04,0.041666667,12.244,12.244
1991-10-05,0.008425926,12.244,12.244
1991-10-06,0.038518519,12.565,12.244
1991-10-07,0.018425926,13.527,12.565
1991-10-08,0.741481481,16.312,13.527
1991-10-09,18.20537037,16.312,16.312
1991-10-10,21.04296296,15.185,16.312
1991-10-11,8.142962963,16.687,15.185
1991-10-12,4.696759259,14.489,16.687
1991-10-13,4.132685185,13.848,14.489
1991-10-14,2.392777778,13.527,13.848
1991-10-15,0.370092593,13.206,13.527
1991-10-16,0.226759259,12.886,13.206
1991-10-17,0,12.244,12.886
1991-10-18,0.055925926,12.244,12.244
1991-10-19,0.051851852,12.886,12.244
1991-10-20,0.005925926,13.527,12.886
1991-10-21,0.012962963,13.527,13.527
1991-10-22,1.046018519,13.527,13.527
1991-10-23,0.074166667,13.527,13.527
1991-10-24,1.377037037,11.062,13.527
1991-10-25,8.918055556,9.981,11.062
1991-10-26,4.484259259,9.981,9.981
1991-10-27,1.470185185,9.981,9.981
1991-10-28,0.311296296,9.71,9.981
1991-10-29,0.118518519,9.71,9.71
1991-10-30,0.0075,9.71,9.71
1991-10-31,0.002777778,9.981,9.71
1991-11-01,0.000185185,9.981,9.981
1991-11-02,0.061481481,9.981,9.981
1991-11-03,1.780092593,9.981,9.981
1991-11-04,2.368333333,9.981,9.981
1991-11-05,0.322592593,10.251,9.981
1991-11-06,0.275092593,10.521,10.251
1991-11-07,0.376481481,10.251,10.521
